,title,release_date,director,writers,actors,genres,plot_keywords,plot_summary,tag_lines,production_company,primary_language,runtime,color,country,sound_mix,meta_score,user_rating,budget,opening_weekend_date,opening_weekend_revenue,gross_revenue_date,gross_revenue,id,open_week_rev_currency,Date_weekend,Date_GrossRev,Date_released
11848,Hit and Run,22August2012, , ,Dax Shepard;Kristen Bell;Bradley Cooper, Action; Comedy; Romance,witness protection;getaway driver;gay;old man;male full frontal nudity,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,A comedy that never takes its foot off the gas,Exclusive Media Group;Panay Films;Primate Pictures,English,100 min,Color,USA,Dolby Digital,50,6.1,2000000.0,24August2012,4675026.0,5October2012,13746550.0,11849,dollar,2012-08-24,2012-10-05,2012-08-22
11850,Good Deeds,24February2012,Tyler Perry, ,Tyler Perry;Gabrielle Union;Thandie Newton, Comedy; Drama; Romance,businessman;wordplay in title;narrated by character;mean brother;fight,"Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.",Wesley Deeds is About to Discover the Person He Was Meant to Be.,Tyler Perry Studios;Lionsgate,English, ,Color,USA,Dolby Digital;Datasat;SDDS,43,5.4,,24February2012,15583924.0,11May2012,35010192.0,11851,dollar,2012-02-24,2012-05-11,2012-02-24
11854,Joyful Noise,13January2012,Todd Graff, ,Queen Latifah;Dolly Parton;Keke Palmer, Comedy; Music,chips;bare chested male;two word title,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",Dream a whole lot louder.,Alcon Entertainment;Farrell Paura Productions;Gospel Truth Pictures,English, ,Color,USA,Dolby Digital;Datasat;SDDS,44,5.7,25000000.0,13January2012,11225190.0,16March2012,30920167.0,11855,dollar,2012-01-13,2012-03-16,2012-01-13
11855,The ABCs of Death,26April2013, ,Ant Timpson;Nacho Vigalondo,Ingrid Bolsø Berdal;Iván González;Kyra Zagorsky, Comedy; Horror,anthology;killing an animal;animal cruelty;death;disturbing,A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.,"26 Directors, 26 Ways to Die",Magnet Releasing;Drafthouse Films;Timpson Films,English,129 min,Color,USA,Dolby Digital,43,4.7,,8March2013,10110.0,29March2013,21660.0,11856,dollar,2013-03-08,2013-03-29,2013-04-26
11856,Madea's Witness Protection,29June2012,Tyler Perry,Tyler Perry;Tyler Perry,Tyler Perry;Eugene Levy;Denise Richards, Comedy; Crime; Drama,ponzi scheme;madea series;critically bashed;culture shock;interracial relationship,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,"Believe it or not, they know too much.","Tyler Perry Company, The",English, ,Color,USA,SDDS;Datasat;Dolby Digital,42,4.8,20000000.0,29June2012,25390575.0,14September2012,65623128.0,11857,dollar,2012-06-29,2012-09-14,2012-06-29
11858,The Reluctant Fundamentalist,3May2013,Mira Nair,Javed Akhtar;Ami Boghani,Riz Ahmed;Liev Schreiber;Kiefer Sutherland, Drama; Thriller,istanbul turkey;title directed by female;male nudity;hairy chest;bare chested male,"A young Pakistani man is chasing corporate success on Wall Street. He finds himself embroiled in a conflict between his American Dream, a hostage crisis, and the enduring call of his family's homeland.",Terror has two faces.,"Cine Mosaic;Doha Film Institute, The;Mirabai Films",English,130 min,Color,USA,Dolby Digital,54,6.9,,26April2013,30920.0,7June2013,519535.0,11859,dollar,2013-04-26,2013-06-07,2013-05-03
11859,Bad Ass,13April2012,Craig Moss,Craig Moss;Elliot Tishman,Danny Trejo;Charles S. Dutton;Ron Perlman, Action; Comedy; Crime; Thriller,bus;vietnam veteran;two word title;cgi blood;hit by a train,A Vietnam veteran who becomes a local hero after saving a man from attackers on a city bus decides to take action when his best friend is murdered and the police show little interest in solving the crime.,They messed with the wrong senior citizen.,Amber Lamps;Silver Nitrate,English, ,Color,USA,Dolby Digital, ,5.5,,,,,,11860,dollar,,,2012-04-13
11860,Playing for Keeps,7December2012,Gabriele Muccino, ,Gerard Butler;Jessica Biel;Dennis Quaid, Comedy; Romance; Sport,soccer;soccer team;soccer coach;soccer mom;coach,A former sports star who's fallen on hard times starts coaching his son's soccer team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive soccer moms who pursue him at every turn.,Grab life with both hands,Eclectic Pictures;Evil Twins (I);Millennium Films,English,105 min,Color,USA,Dolby Digital;Datasat, ,5.7,35000000.0,7December2012,5750288.0,15February2013,13101142.0,11861,dollar,2012-12-07,2013-02-15,2012-12-07
11861,Celebrity Sex Tape,2February2012,Scott Wheeler,Jonathan Haug;Patrick Sheehan,Jack Cullison;Howard Cai;Jonathan Brett, Comedy,nerd;boyfriend girlfriend relationship;virginity;extortion;college,"When a group of nerds leak a washed-up celebrity's sex tape, the publicity revives the actress's career and other Hollywood rejects want to star in the guys next ""production.""","They're just the tools you need, for fame and fortune!","Asylum, The",English,87 min,Color,USA,Dolby Digital, ,2.9,500000.0,,,,,11862,dollar,,,2012-02-02
11863,The Apparition,24August2012,Todd Lincoln, ,Ashley Greene;Sebastian Stan;Tom Felton, Horror; Thriller,experiment;supernatural;evil spirit;e mail;fear,A couple is haunted by a supernatural presence that is unleashed during a college experiment.,"Once you believe, you die.",Warner Bros.;Dark Castle Entertainment;StudioCanal,English,83 min,Color,USA,Datasat;Dolby Digital;SDDS, ,4.1,17000000.0,24August2012,2955000.0,5October2012,4930798.0,11864,dollar,2012-08-24,2012-10-05,2012-08-24
11864,Dark Blood,26April2014, , , , Thriller,nuclear testing;neo western,,,Fine Line Features;Scala Productions,English,86 min,Color,USA, , ,6.7,,,,,,11865,dollar,,,2014-04-26
11865,Universal Soldier: Day of Reckoning,25October2012,John Hyams,John Hyams;Doug Magnuson,Jean-Claude Van Damme;Dolph Lundgren;Scott Adkins, Action; Horror; Mystery; Sci-Fi; Thriller,army;home invasion;combat;fight;church,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.",Under their own command,Foresight Unlimited;Signature Pictures;Baumgarten Management and Productions (BMP),English,114 min,Color,USA,Dolby Digital,58,5.0,11500000.0,30November2012,3181.0,14December2012,5247.0,11866,dollar,2012-11-30,2012-12-14,2012-10-25
11866,The Devil Inside,6January2012,William Brent Bell,William Brent Bell;Matthew Peterman,Fernanda Andrade;Simon Quarterman;Evan Helmuth, Horror,found footage;exorcism;critically bashed;exorcist;demonic possession,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",No soul is safe.,Prototype;Room 101,English,83 min,Color,USA,Dolby Digital;Dolby SR;SDDS;Datasat, ,4.2,1000000.0,6January2012,33732515.0,16March2012,53245055.0,11867,dollar,2012-01-06,2012-03-16,2012-01-06
11867,The Magic of Belle Isle,6July2012,Rob Reiner, ,Morgan Freeman;Virginia Madsen;Madeline Carroll, Comedy; Drama,vacation trip;author;alcohol addiction;overalls,"Monty Wildhorn, an alcoholic novelist of Westerns, has lost his drive. His nephew pushes him to summer in quiet Belle Isle. He begrudgingly befriends a newly single mom and her 3 girls who help him find the inspiration to write again.",A Re-Coming of Age Story,Magnolia Pictures;Castle Rock Entertainment;Revelations Entertainment,English,109 min,Color,USA,Dolby Digital,46,7.0,,6July2012,10367.0,31August2012,100910.0,11868,dollar,2012-07-06,2012-08-31,2012-07-06
11868,Hope Springs,8August2012,David Frankel, ,Meryl Streep;Tommy Lee Jones;Steve Carell, Comedy; Drama; Romance,marriage;couple;marriage counseling;intimacy;middle age couple,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.","Sometimes to keep the magic, you need to learn a few tricks.",Columbia Pictures;Mandate Pictures;Metro-Goldwyn-Mayer (MGM),English,100 min,Color,USA,SDDS;Datasat;Dolby Digital, ,6.3,30000000.0,10August2012,14650121.0,19October2012,63536011.0,11869,dollar,2012-08-10,2012-10-19,2012-08-08
11869,So Undercover,6December2012,Tom Vaughan,Allan Loeb;Steven Pearl,Miley Cyrus;Jeremy Piven;Mike O'Malley, Action; Comedy,fbi;sorority;college;undercover;female protagonist,"A tough, street-smart private eye is hired by the FBI to go undercover in a college sorority.",Meet the FBI's new secret weapon,Exclusive Media Group;Crystal City Entertainment;Scarlet Fire Entertainment,English,94 min,Color,USA, , ,5.0,,,,,,11870,dollar,,,2012-12-06
11870,Aftershock,12June2014,Nicolás López,Nicolás López;Eli Roth,Eli Roth;Ariel Levy;Nicolás Martínez, Action; Adventure; Horror; Thriller,escaped convict;rape;earthquake;tourist;nightclub,"In Chile, a group of travelers who are in an underground nightclub when a massive earthquake hits quickly learn that reaching the surface is just the beginning of their nightmare.",The only thing more terrifying than Mother Nature is human nature.,Sobras International Pictures;Cross Creek Pictures;Dragonfly Entertainment,Spanish,89 min,Color,USA,Dolby Digital, ,4.8,2000000.0,10May2013,40179.0,10May2013,40179.0,11871,dollar,2013-05-10,2013-05-10,2014-06-12
11871,What Maisie Knew,3May2013, ,Nancy Doyne;Carroll Cartwright,Julianne Moore;Alexander Skarsgård;Steve Coogan, Drama,custody battle;new york city;art dealer;rock star;girl,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",Hold on with all your heart.,Red Crown Productions;Weinstock Productions;10th Hole Productions,English,93 min,Color,USA,Dolby Digital, ,7.5,6000000.0,3May2013,21480.0,26July2013,1065000.0,11872,dollar,2013-05-03,2013-07-26,2013-05-03
11872,Celeste & Jesse Forever,24August2012,Lee Toland Krieger,Rashida Jones;Will McCormack,Rashida Jones;Andy Samberg;Elijah Wood, Comedy; Drama; Romance,best friends;divorce;friendship;gay;artist,A divorcing couple tries to maintain their friendship while they both pursue other people.,For anyone who has to break up with their best friend.,Envision Media Arts;Team Todd;PalmStar Media,English, ,Color,USA,Dolby Digital,59,6.6,,3August2012,107785.0,7December2012,3094687.0,11873,dollar,2012-08-03,2012-12-07,2012-08-24
11880,No One Lives,10May2013, , , , Horror; Thriller,highway;gang;vomiting;blood splatter;police officer shot in the head,,Everyone Runs. Everyone Hides.,Milk & Media;Constance Media;Pathé,English,86 min,Color,USA, , ,6.0,2900000.0,10May2013,47798.0,17May2013,72140.0,11881,dollar,2013-05-10,2013-05-17,2013-05-10
11881,The Guilt Trip,19December2012,Anne Fletcher, ,Barbra Streisand;Seth Rogen;Julene Renee, Comedy; Drama,mother son relationship;trip;cross country;on the road;love,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride.",Get ready for one mother of a road trip,Paramount Pictures;Skydance Productions;Michaels-Goldwyn,English,95 min,Color,USA,Datasat;Dolby Digital,50,5.8,40000000.0,21December2012,5290629.0,1March2013,37101011.0,11882,dollar,2012-12-21,2013-03-01,2012-12-19
11882,Meeting Evil,30March2012,Chris Fisher,Thomas Berger;Chris Fisher,Luke Wilson;Samuel L. Jackson;Leslie Bibb, Crime; Drama; Mystery; Thriller,foreclosure;impersonating a police officer;marital infidelity;killing spree;murder,"John is taken on a murder-fueled ride by a mysterious stranger that transforms the weak-willed, disillusioned husband and father into a desperate hero willing to go to any length to protect his family.",Evil Comes Knocking,Louisiana Entertainment Screen Services - L.E.S.S.;Motion Picture Corporation of America (MPCA);Stage 6 Films,English,89 min,Color,USA,Dolby Digital, ,5.3,,4May2012,181.0,4May2012,181.0,11883,dollar,2012-05-04,2012-05-04,2012-03-30
11885,Do You Like My Basement,6October2014, , , , Comedy; Horror; Thriller,reality;sociopath;homemade;black comedy;serial killer,,,Limey Films,English,87 min,Color,USA,Stereo, ,3.5,,,,,,11886,dollar,,,2014-10-06
11886,Compliance,26September2012,Craig Zobel, ,Ann Dowd;Dreama Walker;Pat Healy, Biography; Crime; Drama; Thriller,fast food restaurant;telephone call;boss subordinate relationship;authority;gullibility,"A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on.",Power. Manipulation. Obedience.,Bad Cop Bad Cop Film Productions;Dogfish Pictures;Muskat Filmed Properties,English,90 min,Color,USA,Dolby Digital, ,6.4,270000.0,17August2012,16427.0,26October2012,318622.0,11887,dollar,2012-08-17,2012-10-26,2012-09-26
11888,Foodfight!,12February2013,Lawrence Kasanoff,Lawrence Kasanoff;Joshua Wexler,Hilary Duff;Haylie Duff;Charlie Sheen, Animation; Action; Comedy; Family; Fantasy,troubled production;food;supermarket;femme fatale;pun,The evil Brand X joins a supermarket that becomes a city after closing time.,A story of what happens when good food.... goes bad,C47 Productions;Lions Gate Family Entertainment;Natural Image,English,91 min,Color,USA, , ,1.7,45000000.0,,,,,11889,dollar,,,2013-02-12
11889,Apartment 1303 3D,25July2013,Michael Taverna,Michael Taverna;Kei Ôishi,Mischa Barton;Rebecca De Mornay;Julianne Michelle, Horror,apartment;suicide;detective;investigation;sister,A modern ghost story which turns a love/hate relationship between mother and daughter into a tale of horror. Some rentals are too good to be true.,,1303 Productions;MonteCristo International;MonteCristo Pictures,English,85 min,Color,USA,DTS;Dolby Digital, ,2.6,5000000.0,,,,,11890,dollar,,,2013-07-25
11890,Mac & Devin Go to High School,3July2012, , , , Comedy, ,,,Yard Entertainment,English,75 min, ,USA, , ,4.5,,,,,,11891,dollar,,,2012-07-03
11891,Robot & Frank,19September2012,Jake Schreier, ,Peter Sarsgaard;Frank Langella;Susan Sarandon, Comedy; Crime; Drama; Sci-Fi,burglary;near future;robot;dementia;thief,"Set in the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team.",Friendship doesn't have an off switch.,Dog Run Pictures;Park Pictures;TBB,English,89 min,Color,USA,Dolby Digital, ,7.1,2500000.0,17August2012,35539.0,18January2013,3325638.0,11892,dollar,2012-08-17,2013-01-18,2012-09-19
11893,Casa de mi Padre,11May2012,Matt Piedmont,Andrew Steele;Eva Maria Peters,Will Ferrell;Gael García Bernal;Diego Luna, Comedy; Western,ranch;mexico;drug lord;absurd humor;spaghetti western,"Scheming on a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",Funniest movie you'll ever read.,NALA Films;Pantelion Films;Televisa Films,Spanish, ,Color,USA,Dolby Digital,52,5.5,6000000.0,16March2012,2287239.0,11May2012,5895238.0,11894,dollar,2012-03-16,2012-05-11,2012-05-11
